id	deck_name	category	subcategory	study_tier	suggested_start_week	kind	study_role	core_featured	app_active_default	japanese	romaji	english	usage_note	example_japanese	example_english	literal_breakdown	recommended_directions	issues	fixes_applied	source_order	source_note_id
MJD-050	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	vocab	active	False	True	駅	eki	Train station	You'll see this kanji everywhere in Japan. 札幌駅 = Sapporo Station.	札幌駅は どこですか？	Where is Sapporo Station?	Sapporo Station [topic] → where is?	jp_to_en, en_to_jp			50	1776306275935
MJD-051-1	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	vocab	active	False	True	バス	basu	Bus	バス is from the English 'bus.' 電車 = electric train. You'll use both in Sapporo.	このバスは 教会に 行きますか？	Does this bus go to the church?	This bus [topic] → church [to] → goes?	jp_to_en, en_to_jp	multi_concept_source_card	split_into_atomic_entries	51	1776306275937
MJD-051-2	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	vocab	active	False	True	電車	densha	Train	バス is from the English 'bus.' 電車 = electric train. You'll use both in Sapporo.	このバスは 教会に 行きますか？	Does this bus go to the church?	This bus [topic] → church [to] → goes?	jp_to_en, en_to_jp	multi_concept_source_card	split_into_atomic_entries	51	1776306275937
MJD-052	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	vocab	active	False	True	切符	kippu	Ticket	The word for a transit or entry ticket. 切符はどこで買えますか？ = Where can I buy a ticket?	切符を ください。	Please give me a ticket.	Ticket [object] → please give me.	jp_to_en, en_to_jp			52	1776306275939
MJD-053-1	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	vocab	active	False	True	出口	deguchi	Exit	出 = exit/leave. 入 = enter. 口 = mouth/opening. You'll see these signs everywhere.	出口は どこですか？	Where is the exit?	Exit [topic] → where is?	jp_to_en, en_to_jp	multi_concept_source_card	split_into_atomic_entries	53	1776306275941
MJD-053-2	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	vocab	active	False	True	入口	iriguchi	Entrance	出 = exit/leave. 入 = enter. 口 = mouth/opening. You'll see these signs everywhere.	出口は どこですか？	Where is the exit?	Exit [topic] → where is?	jp_to_en, en_to_jp	multi_concept_source_card	split_into_atomic_entries	53	1776306275941
MJD-054	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	must_now	4	phrase	active	False	True	___まで行きたいです	___ made ikitai desu	I want to go to ___	まで = up to. 行きたい = want to go. Fill in your destination. Very useful on buses.	札幌駅まで 行きたいです。	I want to go to Sapporo Station.	Sapporo Station [up to] → want to go.	jp_to_en, en_to_jp			54	1776306275943
MJD-055	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	vocab	active	False	True	次の停留所	tsugi no teiryuujo	Next bus stop	次 = next. 停留所 = bus stop. Ask the driver or another passenger if unsure.	次の停留所は どこですか？	Where is the next stop?	Next bus stop [topic] → where is?	jp_to_en, en_to_jp			55	1776306275945
MJD-056	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	phrase	active	False	True	ここで降りてもいいですか？	koko de orite mo ii desu ka?	May I get off here?	降りる = to get off. 〜てもいいですか = is it okay if I...? Very polite request.	ここで 降りてもいいですか？	May I get off here?	Here [at] → get off okay is?	jp_to_en, en_to_jp			56	1776306275947
MJD-057	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	must_now	4	phrase	active	False	True	迷ってしまいました	mayotte shimaimashita	I got lost	〜てしまいました = something happened accidentally. Humble and natural-sounding.	すみません、迷ってしまいました。助けてください。	Excuse me, I got lost. Please help me.	Excuse me, got lost [accidentally]. Help → please.	jp_to_en, en_to_jp			57	1776306275949
MJD-058	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	must_now	4	phrase	active	False	True	歩いて何分ですか？	aruite nampun desu ka?	How many minutes on foot?	歩いて = on foot/walking. 何分 = how many minutes. Great for judging whether to walk or ride.	駅まで 歩いて何分ですか？	How many minutes on foot to the station?	Station [to] → walking how many minutes is?	jp_to_en, en_to_jp			58	1776306275951
MJD-059	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	phrase	active	False	True	タクシーを呼んでください	takushii wo yonde kudasai	Please call a taxi	タクシー = taxi (from English). 呼ぶ = to call/summon. 〜てください = please do.	すみません、タクシーを 呼んでください。	Excuse me, please call a taxi.	Excuse me, taxi [object] → please call.	jp_to_en, en_to_jp			59	1776306275953
MJD-060	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	must_now	4	phrase	active	False	True	メニューをください	menyuu wo kudasai	Please give me a menu	メニュー = menu (from English). 〜をください = please give me ___. Simple and polite.	すみません、メニューを ください。	Excuse me, please give me a menu.	Excuse me, menu [object] → please give.	jp_to_en, en_to_jp			60	1776306275955
MJD-061	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	must_now	4	phrase	active	False	True	___をください	___ wo kudasai	Please give me ___	The most useful restaurant phrase. Fill the blank with what you want. 水をください = water please.	水を ください。	Please give me water.	Water [object] → please give.	jp_to_en, en_to_jp			61	1776306275957
MJD-062	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	must_now	4	phrase	active	False	True	おすすめは何ですか？	osusume wa nan desu ka?	What do you recommend?	おすすめ = recommendation. 何 = what. Great for connecting with locals over food.	おすすめは 何ですか？	What do you recommend?	Recommendation [topic] → what is?	jp_to_en, en_to_jp			62	1776306275959
MJD-063	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	must_now	4	phrase	active	False	True	おいしい！	oishii!	Delicious! Tasty!	One word that will make every cook or host beam with joy. Say it with feeling!	これは おいしいです！	This is delicious!	This [topic] → delicious is!	jp_to_en, en_to_jp			63	1776306275961
MJD-064-1	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	vocab	active	False	True	水	mizu	Water	水 = water. お茶 = tea (お is a polite prefix). Both are usually free at Japanese restaurants.	お茶を ください。	Please give me tea.	Tea [object] → please give.	jp_to_en, en_to_jp	multi_concept_source_card	split_into_atomic_entries	64	1776306275963
MJD-064-2	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	vocab	active	False	True	お茶	ocha	Tea	水 = water. お茶 = tea (お is a polite prefix). Both are usually free at Japanese restaurants.	お茶を ください。	Please give me tea.	Tea [object] → please give.	jp_to_en, en_to_jp	multi_concept_source_card	split_into_atomic_entries	64	1776306275963
MJD-065	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	vocab	active	False	True	ご飯	gohan	Rice / Meal	ご飯 literally means rice but also means 'meal' in general. 朝ご飯 = breakfast. 夜ご飯 = dinner.	ご飯を 食べましょう！	Let's eat!	Meal [object] → let's eat!	jp_to_en, en_to_jp			65	1776306275965
MJD-066	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	phrase	active	False	True	アレルギーがあります	arerugii ga arimasu	I have an allergy	アレルギー = allergy (from English). あります = there is / I have. Say the food before it.	えびアレルギーが あります。	I have a shrimp allergy.	Shrimp allergy [subject] → exists/have.	jp_to_en, en_to_jp			66	1776306275967
MJD-067	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	phrase	active	False	True	肉なしでお願いします	niku nashi de onegaishimasu	Without meat please	〜なしで = without ___. お願いします = please. Works for any ingredient — 魚なし = no fish.	肉なしで お願いします。	Without meat please.	Meat without [by means of] → please.	jp_to_en, en_to_jp			67	1776306275969
MJD-068	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	must_now	4	phrase	active	False	True	お会計をお願いします	okaikei wo onegaishimasu	Check please / Bill please	お会計 = the bill/check. This is the polite standard way to ask for your check at a restaurant.	すみません、お会計を お願いします。	Excuse me, check please.	Excuse me, bill [object] → please.	jp_to_en, en_to_jp			68	1776306275971
MJD-069-1	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	vocab	active	False	True	一人	hitori	One person	Japanese counting for people is special: 一人 (hitori), 二人 (futari). From three: 三人 (sannin).	二人 です。	There are two of us.	Two people → is.	jp_to_en, en_to_jp	multi_concept_source_card	split_into_atomic_entries	69	1776306275973
MJD-069-2	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	vocab	active	False	True	二人	futari	Two people	Japanese counting for people is special: 一人 (hitori), 二人 (futari). From three: 三人 (sannin).	二人 です。	There are two of us.	Two people → is.	jp_to_en, en_to_jp	multi_concept_source_card	split_into_atomic_entries	69	1776306275973
MJD-070	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	must_now	4	vocab	active	False	True	予約があります	yoyaku ga arimasu	I have a reservation	予約 = reservation/booking. あります = have/exists. ありません = don't have.	ジョンの名前で 予約があります。	I have a reservation under the name Jon.	Jon's name [by] → reservation exists.	jp_to_en, en_to_jp			70	1776306275975
MJD-071-1	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	phrase	active	False	True	食べます	tabemasu	I eat / will eat	食べます = eat. 飲みます = drink. Two of the most common verbs at any meal.	一緒に 食べましょう！	Let's eat together!	Together → let's eat!	jp_to_en, en_to_jp	multi_concept_source_card	split_into_atomic_entries	71	1776306275977
MJD-071-2	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	phrase	active	False	True	飲みます	nomimasu	I drink / will drink	食べます = eat. 飲みます = drink. Two of the most common verbs at any meal.	一緒に 食べましょう！	Let's eat together!	Together → let's eat!	jp_to_en, en_to_jp	multi_concept_source_card	split_into_atomic_entries	71	1776306275977
MJD-072	JP Missions :: 02 Navigation & Survival	navigation_survival	transit_food_survival	soon	4	vocab	active	False	True	おいくつですか？	oikutsu desu ka?	How many? / How old are you?	Context tells you which meaning. At a restaurant = how many people. In conversation = how old.	何名様 ですか？	How many people? (polite, restaurant version)	How many people [honorific] → is?	jp_to_en, en_to_jp	meaning_depends_on_context		72	1776306275979
MJD-073	JP Missions :: 03 Ministry	ministry	church_and_gospel	soon	8	vocab	active	False	True	教会	kyoukai	Church	The word for a Christian church building or congregation. You'll say this every day.	教会に 来てください。	Please come to the church.	Church [to] → please come.	jp_to_en, en_to_jp			73	1776306275981
MJD-074	JP Missions :: 03 Ministry	ministry	church_and_gospel	soon	8	vocab	active	False	True	礼拝	reihai	Worship service	礼 = ceremony/bow. 拝 = worship. Together = a worship service or church service.	今週の日曜日に 礼拝が あります。	There is a worship service this Sunday.	This week's Sunday [on] → service [subject] → is.	jp_to_en, en_to_jp			74	1776306275983
MJD-075-1	JP Missions :: 03 Ministry	ministry	church_and_gospel	soon	8	vocab	active	False	True	祈り	inori	Prayer	祈り = prayer (the noun). 祈ります = I pray (the verb). Both essential for ministry.	あなたのために 祈ります。	I will pray for you.	You [for] → pray.	jp_to_en, en_to_jp	romaji_typo_in_source, multi_concept_source_card	romaji_corrected, split_into_atomic_entries	75	1776306275985
MJD-075-2	JP Missions :: 03 Ministry	ministry	church_and_gospel	soon	8	vocab	active	False	True	祈ります	inorimasu	I pray / will pray	祈り = prayer (the noun). 祈ります = I pray (the verb). Both essential for ministry.	あなたのために 祈ります。	I will pray for you.	You [for] → pray.	jp_to_en, en_to_jp	romaji_typo_in_source, multi_concept_source_card	romaji_corrected, split_into_atomic_entries	75	1776306275985
MJD-076	JP Missions :: 03 Ministry	ministry	church_and_gospel	soon	8	vocab	active	False	True	聖書	seisho	Bible	聖 = holy/sacred. 書 = book/writing. The Holy Scriptures.	一緒に 聖書を 読みましょう。	Let's read the Bible together.	Together → Bible [object] → let's read.	jp_to_en, en_to_jp			76	1776306275987
MJD-077	JP Missions :: 03 Ministry	ministry	church_and_gospel	soon	8	vocab	active	False	True	神様	kamisama	God	神 = god/deity. 様 = honorific suffix (like Lord). Always use 神様 when referring to God respectfully.	神様は あなたを 愛しています。	God loves you.	God [topic] → you [object] → loves.	jp_to_en, en_to_jp	usage_note_is_overly_absolute		77	1776306275989
MJD-078	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	イエス様	Iesu sama	Lord Jesus	イエス = Jesus (phonetic). 様 = honorific (Lord / respected person). Always add 様 for respect.	イエス様は 私たちのために 来ました。	Lord Jesus came for us.	Lord Jesus [topic] → us [for] → came.	jp_to_en, en_to_jp	usage_note_is_overly_absolute		78	1776306275991
MJD-079	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	信じます	shinjimasu	I believe	信じる = to believe. 信じます = I believe (polite). 信じていますか？ = Do you believe?	イエス様を 信じます。	I believe in Lord Jesus.	Lord Jesus [object] → believe.	jp_to_en, en_to_jp			79	1776306275993
MJD-080	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	信仰	shinkou	Faith	信 = trust/believe. 仰 = look up to. Together = faith — looking up in trust.	私の信仰は 神様に あります。	My faith is in God.	My faith [topic] → God [in] → is.	jp_to_en, en_to_jp			80	1776306275995
MJD-081	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	クリスチャン	Kurisuchan	Christian	Borrowed from English. Easy to say and immediately understood by anyone in Japan.	私は クリスチャン です。	I am a Christian.	I [topic] → Christian → am.	jp_to_en, en_to_jp			81	1776306275997
MJD-082	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	洗礼	senrei	Baptism	洗 = wash/cleanse. 礼 = ceremony. The ceremony of washing — baptism.	洗礼を 受けましたか？	Have you been baptized?	Baptism [object] → received?	jp_to_en, en_to_jp			82	1776306275999
MJD-083	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	救い	sukui	Salvation	From 救う (sukuu) = to save/rescue. 救い = the act of saving — salvation.	イエス様は 私たちに 救いを 与えました。	Lord Jesus gave us salvation.	Lord Jesus [topic] → us [to] → salvation [object] → gave.	jp_to_en, en_to_jp			83	1776306276001
MJD-084	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	恵み	megumi	Grace	A beautiful word meaning grace, blessing, or gift from above. Often used in hymns and prayer.	神様の恵みは 大きいです。	God's grace is great.	God's grace [topic] → great is.	jp_to_en, en_to_jp			84	1776306276003
MJD-085	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	愛	ai	Love	The word for love — deep, unconditional love. 神様の愛 = God's love.	神様の愛は 永遠です。	God's love is eternal.	God's love [topic] → eternal is.	jp_to_en, en_to_jp			85	1776306276005
MJD-086	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	core_phrase	production	True	False	神様はあなたを愛しています	kamisama wa anata o aishite imasu	God loves you	One of the most important sentences you'll say. 愛しています = is loving (ongoing, present).	神様は あなたを 愛しています。本当に。	God loves you. Truly.	God [topic] → you [object] → loves. Truly.	jp_to_en, en_to_jp, shadowing	ministry_statement_best_used_after_relationship_context	merged_duplicate_core_sentence_variant	86	1776306276007
MJD-087	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	phrase	active	False	False	一緒に祈りましょう	issho ni inorimashou	Let's pray together	一緒に = together. 〜ましょう = let's do ___. A warm, inviting phrase.	一緒に 祈りましょう。	Let's pray together.	Together → let's pray.	jp_to_en, en_to_jp	romaji_typo_in_source	romaji_corrected	87	1776306276009
MJD-088	JP Missions :: 03 Ministry	ministry	church_and_gospel	soon	8	phrase	active	False	True	礼拝に来てください	reihai ni kite kudasai	Please come to the worship service	礼拝 = worship service. に = to (direction). 来てください = please come.	今週の日曜日に 礼拝に 来てください。	Please come to the worship service this Sunday.	This Sunday [on] → service [to] → please come.	jp_to_en, en_to_jp			88	1776306276011
MJD-089	JP Missions :: 03 Ministry	ministry	church_and_gospel	soon	8	core_phrase	production	True	True	あなたのために祈ってもいいですか？	anata no tame ni inotte mo ii desu ka?	May I pray for you?	〜てもいいですか = is it okay if I...? Very polite. This phrase opens hearts.	あなたのために 祈ってもいいですか？	May I pray for you?	You [for] → pray okay is?	jp_to_en, en_to_jp, shadowing	high_value_ministry_phrase	merged_duplicate_core_sentence_variant	89	1776306276013
MJD-090	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	phrase	active	False	False	神様の平和があなたと共にありますように	kamisama no heiwa ga anata to tomo ni arimasu you ni	May God's peace be with you	〜ように = may it be that... A blessing/wish. Beautiful farewell after prayer.	神様の平和が あなたと共に ありますように。	May God's peace be with you.	God's peace [subject] → you with together → may it be.	jp_to_en, en_to_jp	romaji_incomplete_in_source	romaji_completed	90	1776306276015
MJD-091	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	賛美歌	sanbika	Hymn / Praise song	賛 = praise. 美 = beauty. 歌 = song. A praise song or hymn sung in church.	一緒に 賛美歌を 歌いましょう。	Let's sing a hymn together.	Together → hymn [object] → let's sing.	jp_to_en, en_to_jp			91	1776306276017
MJD-092	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	牧師	bokushi	Pastor	牧 = shepherd/tend. 師 = teacher/master. The shepherd-teacher — a pastor.	牧師は どこにいますか？	Where is the pastor?	Pastor [topic] → where is?	jp_to_en, en_to_jp			92	1776306276019
MJD-093	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	宣教師	senkyoushi	Missionary	宣 = proclaim. 教 = teach. 師 = master. One who proclaims and teaches — a missionary.	私は アメリカからの 宣教師です。	I am a missionary from America.	I [topic] → from America's → missionary am.	jp_to_en, en_to_jp			93	1776306276021
MJD-094	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	証し	akashi	Testimony	Your personal story of faith. 証しをしてもいいですか？ = May I share my testimony?	私の証しを 聞いてください。	Please listen to my testimony.	My testimony [object] → please listen.	jp_to_en, en_to_jp			94	1776306276023
MJD-095	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	福音	fukuin	Gospel / Good news	福 = blessing/fortune. 音 = sound/news. Literally 'good tidings' — the gospel.	これが イエス様の 福音です。	This is the gospel of Lord Jesus.	This [subject] → Lord Jesus's → gospel is.	jp_to_en, en_to_jp			95	1776306276025
MJD-096	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	希望	kibou	Hope	希 = rare/hope. 望 = wish/desire. Together = hope — a precious and rare desire.	イエス様は 私たちの 希望です。	Lord Jesus is our hope.	Lord Jesus [topic] → our → hope is.	jp_to_en, en_to_jp			96	1776306276027
MJD-097	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	平和	heiwa	Peace	平 = flat/peaceful. 和 = harmony/Japan. Together = peace and harmony.	神様の平和が あなたと共に ありますように。	May God's peace be with you.	God's peace [subject] → with you → may it be.	jp_to_en, en_to_jp			97	1776306276029
MJD-098	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	vocab	active	False	False	喜び	yorokobi	Joy	The deep, lasting joy that comes from faith. Different from happiness which depends on circumstances.	神様の喜びが あなたの力です。	The joy of God is your strength.	God's joy [subject] → your strength is.	jp_to_en, en_to_jp			98	1776306276031
MJD-099	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	phrase	active	False	False	感謝します	kansha shimasu	I am grateful / Thank you (heartfelt)	Deeper than ありがとう. Used in prayer or when you're truly moved with gratitude.	神様に 感謝します。	I give thanks to God.	God [to] → give thanks.	jp_to_en, en_to_jp			99	1776306276033
MJD-100	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	phrase	active	False	False	私はクリスチャンです	watashi wa Kurisuchan desu	I am a Christian	Simple and clear. Your identity in one sentence. Say it confidently.	私は クリスチャン です。アメリカの教会から来ました。	I am a Christian. I came from a church in America.	I [topic] → Christian → am. America's church [from] → came.	jp_to_en, en_to_jp	ministry_statement_best_used_after_relationship_context		100	1776306276035
MJD-101	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	core_phrase	production	True	False	日本のために祈っています	nihon no tame ni inotte imasu	I am praying for Japan	〜のために = for the sake of. 〜ています = ongoing action. Powerful sentence for why you came.	アメリカから来ました。日本のために 祈っています。	I came from America. I am praying for Japan.	America [from] came. Japan [for] → praying am.	jp_to_en, en_to_jp, shadowing		merged_duplicate_core_sentence_variant	101	1776306276037
MJD-102	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	phrase	active	False	False	イエスは私たちのために死にました	Iesu wa watashitachi no tame ni shinimashita	Jesus died for us	私たち = we/us. 〜のために = for the sake of. 死にました = died (past polite).	イエス様は 私たちのために 死にました。	Lord Jesus died for us.	Lord Jesus [topic] → us [for] → died.	jp_to_en, en_to_jp	ministry_statement_best_used_after_relationship_context		102	1776306276039
MJD-103	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	phrase	active	False	False	でも、復活しました	demo, fukkatsu shimashita	But he rose again	でも = but/however. 復活 = resurrection. しました = did (past). The heart of the gospel.	死にました。でも、復活しました！	He died. But he rose again!	Died. But → rose again!	jp_to_en, en_to_jp	ministry_statement_best_used_after_relationship_context		103	1776306276041
MJD-104	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	phrase	active	False	False	罪の赦し	tsumi no yurushi	Forgiveness of sins	罪 = sin/crime. の = possessive. 赦し = forgiveness/pardon. Core gospel vocabulary.	イエス様は 罪の赦しを 与えます。	Lord Jesus gives forgiveness of sins.	Lord Jesus [topic] → sin's forgiveness [object] → gives.	jp_to_en, en_to_jp			104	1776306276043
MJD-105	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	phrase	active	False	False	永遠のいのち	eien no inochi	Eternal life	永遠 = eternal/forever. の = possessive. いのち = life. The promise of the gospel.	信じれば 永遠のいのちを 得ます。	If you believe, you will receive eternal life.	If believe → eternal life [object] → receive.	jp_to_en, en_to_jp			105	1776306276045
MJD-106	JP Missions :: 03 Ministry	ministry	church_and_gospel	later	8	phrase	active	False	False	信じれば救われます	shinjireba sukuwaremasu	If you believe, you will be saved	〜れば = if ___. 救われます = will be saved (passive polite). A key gospel statement.	イエス様を 信じれば 救われます。	If you believe in Lord Jesus, you will be saved.	Lord Jesus [object] → if believe → will be saved.	jp_to_en, en_to_jp	ministry_statement_best_used_after_relationship_context		106	1776306276047
MJD-126	JP Missions :: 03 Ministry	ministry	blessing_and_prayer	later	9	phrase	active	False	False	あなたのために祈ります	anata no tame ni inorimasu	I will pray for you	あなたのために = for you / for your sake. 祈ります = I will pray. A parting gift of love.	あなたのために 祈ります。神様が 守ってくださいますように。	I will pray for you. May God protect you.	You [for] → will pray. God [subject] → may protect you.	jp_to_en, en_to_jp	romaji_typo_in_source, high_value_ministry_phrase	romaji_corrected	126	1776306276087
MJD-127	JP Missions :: 03 Ministry	ministry	blessing_and_prayer	later	9	phrase	active	False	False	神様の祝福がありますように	Kamisama no shukufuku ga arimasu you ni	May God bless you	祝福 = blessing. 〜ように = may it be that... A blessing or wish for someone.	神様の祝福が ありますように。またね。	May God bless you. Bye.	God's blessing [subject] → may there be. Bye.	jp_to_en, en_to_jp	high_value_ministry_phrase		127	1776306276089
